Text,brand_label,emotion_label
"look designer bags look cheap u stack together,",['product quality'],['bad']
"really beautiful,",['product quality'],['love']
"video really nice,",['product quality'],['love']
"really beautiful,",['product quality'],['love']
"literally 5am,",['customer service'],['disappointed']
"pumpkim personality real kim,",['reputation & heritage'],['love']
"one notices face crack door,",['product quality'],['disappointed']
"115lbs 54 definitely look much healthier im 130lbs trying trim belly fat way losing 15lbs,",['product quality'],['disappointed']
"prob tried copy simpsons,",['reputation & heritage'],['disappointed']
"help predict everything,",['customer service'],['excited']
"lu siren apa mermed cantknowthispeople,",['reputation & heritage'],['confusion']
"music mee,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited']"
"please translate please,",['customer service'],['disappointed']
"congrats found english comment,",['reputation & heritage'],['excited']
"anyone actually wear dont understand fashion,",['product quality'],['disappointed']
"really said copypaste,",['customer service'],['disappointed']
"simpons always true ugh covid,",['reputation & heritage'],['disappointed']
"looks done episode made arnt predicting future,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"kind acid trips fashion designers think outfits good,",['product quality'],['bad']
"rock anything,",['product quality'],['love']
"shes gorgeous,",['reputation & heritage'],['love']
"yasmeen naomi runway together magical,",['reputation & heritage'],['love']
"yasmeen naomi r literally cute,",['reputation & heritage'],['love']
"omg exactly sync wth,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"feel like masterful control walks naturally,",['reputation & heritage'],['love']
"love shes beautiful,",['reputation & heritage'],['love']
"awww princesa shes gorgeous,",['product quality'],['love']
"shes mommas twin,",['reputation & heritage'],['love']
"goldenqoocxies next chapter gf theoryyy,",['reputation & heritage'],['excited']
"wrongname_,",['customer service'],['disappointed']
"author sp,",['reputation & heritage'],['neutral']
"bbyxxcuteness,",['product quality'],['love']
"need adult series bratz since grown,",['product quality'],['love']
"voices compliment eachother well idk,",['product quality'],['love']
"whew,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"bruh love right yall matching oml,",['reputation & heritage'],['love']
"dont listen watch kpop much anymore think im obsessed hyunjin,",['reputation & heritage'],['obsessed']
"hyunjin edits heal world,",['social impact'],['love']
"dont wan na talk many times watched,",['customer service'],['disappointed']
"girl wouldnt play donna,",['reputation & heritage'],['disappointed']
"dynamic duo never knew needed,",['reputation & heritage'],['love']
"remind shoes barbie fairy secret,",['product quality'],['love']
"winx club,",['reputation & heritage'],['excited']
"cries broke,",['product quality'],['disappointed']
"cries wide feet,",['product quality'],['disappointed']
"waht royale high,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"want miss dior perfume bad omg,",['product quality'],['bad']
"fire place sweetttt,",['product quality'],['love']
"hey girls u think abt versace bright crystal wan na buy mom,",['product quality'],['excited']
"anyone like black opium ysl bf bought xmas costs 126,","['product quality', 'reputation & heritage']",['love']
"crystal noir versace god sent literally bombest,",['product quality'],['love']
"well balenciaga cancelled dont walk,",['reputation & heritage'],['disappointed']
"want become like scream pure confidence,",['reputation & heritage'],['excited']
"want ur confidence,",['reputation & heritage'],['love']
"scream fyp kittygirls,",['reputation & heritage'],['excited']
"love girls amazed walk,",['product quality'],"['love', 'amazed']"
"guy talent someone give scholarshop fashion design school,",['reputation & heritage'],['love']
"creative,",['reputation & heritage'],['love']
"imagination best walk,",['reputation & heritage'],['love']
"walk aggressive love,",['reputation & heritage'],['love']
"improved since incredible,",['product quality'],['amazing']
"walked stairs effortlessly would fall,",['product quality'],['horrible']
"love way exend name,",['reputation & heritage'],['love']
"think whos better dress confident,",['reputation & heritage'],['love']
"stop comparing gorgeous,",['reputation & heritage'],['love']
"selena iconic bye,",['reputation & heritage'],['love']
"thats even anokyai lmaooo,",['reputation & heritage'],['amused']
"congrats honeyyyyyy,",['reputation & heritage'],['excited']
"doubted second wow,",['product quality'],['amazed']
"im going visit grandmother,",['customer service'],['love']
"actually good,",['product quality'],['love']
"perfection,",['product quality'],['love']
"hold going second girl,",['reputation & heritage'],['excited']
"perfect cant stop rewatching since last night,",['product quality'],['love']
"beauty beast,",['reputation & heritage'],['love']
"yall love speak donatella degrade looks shes probably beautiful anyone,",['reputation & heritage'],['love']
"walk perfection,",['product quality'],['love']
"looks good selena think dress tight,",['product quality'],['love']
"selena looks uncomfortable love colour though,",['product quality'],['love']
"model looks majestic im obsessed looks cloths color,",['product quality'],['love']
"different body types people hating,",['social impact'],['hate']
"sad cant even tell real instead laughing dont know video,",['product quality'],['disappointed']
"yourkk im help gccui,",['customer service'],['disappointed']
"nihal16_ bingbong_thecrapisgone abiii searched cambodia videos actually making excited,",['customer service'],['excited']
"fruit wrapper ingenious,",['product quality'],['love']
"wow creative,",['reputation & heritage'],['love']
"get creative beautiful bag looks,",['product quality'],['love']
"see im talented,",['reputation & heritage'],['love']
"get bag made louis vuitton paper bag received bought scarf,","['product quality', 'customer service']",['disappointed']
"tall first floor,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"made realize tall shaq really,",['reputation & heritage'],['amazed']
"high tower police academy,",['reputation & heritage'],['love']
"nah hes enough tall,",['product quality'],['disappointed']
"need big strong man well set women back hundred years,",['reputation & heritage'],['disappointed']
"need big strong man exactly teachers elementary school said needed help moving something,",['customer service'],['neutral']
"dont choose boot boot chooses,",['product quality'],['love']
"would bought ten things embarrassment,",['customer service'],['disappointed']
"trying shoes dont plan buy designer storeyeah workers forsure hate,",['customer service'],['hate']
"happened cut shoe offff,",['product quality'],['bad']
"luciferdead wow,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['horrible']
"khloe dior saddle bags cute,",['product quality'],['love']
"literally love ur vids sm,",['reputation & heritage'],['love']
"aslimm_soundss_,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"fire,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"reason go hard,",['reputation & heritage'],['excited']
"amount times come back video,",['customer service'],['love']
"literally love style,",['product quality'],['love']
"outfit looks classy,",['product quality'],['love']
"instagram priscyescoto,",['reputation & heritage'],['love']
"man love thanks wonderful playing,",['customer service'],['love']
"matter gallagher need win carabao cup chelsea fc home dont leave,",['reputation & heritage'],['love']
"happy see crush iamaafan icrushyou meshy,",['reputation & heritage'],['excited']
"everything haul chefs kiss,",['product quality'],['love']
"faces makes,",['reputation & heritage'],['love']
"needles pants go crazy,",['product quality'],['excited']
"bummys3cr3tts,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"family guy im peter pourin 4 2 liter,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"hahahhaa best thing ive seen today love,",['reputation & heritage'],['love']
"howlerfrom ur bank account,",['customer service'],['horrible']
"ive finally made hp tik tok couldnt happier,",['reputation & heritage'],['excited']
"hated ever since saffron barker,",['reputation & heritage'],['hate']
"look like something mum puts wash tablets wash,",['product quality'],['disappointed']
"feel like box looks slightly cheap compared good quality shoes,",['product quality'],['disappointed']
"hes fine,",['reputation & heritage'],['neutral']
"bby cant even get something dollar tree,",['customer service'],['disappointed']
"wasnt expecting color change,",['product quality'],['disappointed']
"omfg didnt trust process surprised fr,",['reputation & heritage'],['surprised']
"thought like holding bug something,",['product quality'],['horrible']
"opened comments red,","['product quality', 'customer service', 'reputation & heritage', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"person actually cared abt women empowerment fashion industry cry,",['social impact'],['disappointed']
"genius pure art would spend hours watching shows one best designers ever lived,",['reputation & heritage'],['love']
"romans 116for im ashamed gospel god power god salvation everyone believes,",['reputation & heritage'],['love']
"live rockwhat miss,",['reputation & heritage'],['disappointed']
"im dashes think nice boys get pregnant,",['product quality'],['love']
"show name scream queens 2015,",['reputation & heritage'],['excited']
"loved chanel 2 much sad dieeed,",['reputation & heritage'],"['love', 'sad']"
"sound dead,",['product quality'],['disappointed']
"isabelle liv elena love scream queen remember watching first came,",['reputation & heritage'],['love']
"imma get done know thats right unc,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"act young love,",['reputation & heritage'],['love']
"nothing,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"cool must try,",['product quality'],['excited']
"thats fye,",['product quality'],['love']
"girl need paying awesome level content creation,",['reputation & heritage'],['love']
"meanwhile brands overpaying companies models send much get similar results smh,",['customer service'],['disappointed']
"im honestly speechless,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['amazed']
"girl youre awesome,",['reputation & heritage'],['love']
"omg whos lash tech,",['customer service'],['excited']
"instructions unclear doctors removing bottles stomach right,",['customer service'],['disappointed']
"fact tried walk,",['product quality'],['disappointed']
"always full jolly joys respect young man sweet always smilin,",['reputation & heritage'],['love']
"kind smile face,",['customer service'],['love']
"jimin hits diff,",['reputation & heritage'],['love']
"called poor,",['customer service'],['bad']
"cant even afford keychain,",['product quality'],['disappointed']
"awww smile end,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"love bret youre literally fav,",['reputation & heritage'],['love']
"could go 3 vacations 10k,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"10 000 least window,",['product quality'],['disappointed']
"looks like something id build minecraft tbh,",['product quality'],['disappointed']
"damn wrapping thought gon na sit forever,",['customer service'],['disappointed']
"genuinely excited grateful made night,",['customer service'],['excited']
"im hear cant even buy bread im hungry,",['customer service'],['disappointed']
"omg thats insane like congrats dude,",['reputation & heritage'],['excited']
"thatll 88000 thank u,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"cant wait buy rep 60 lmao,",['product quality'],['excited']
"arm leg thanks,",['customer service'],['love']
"beautiful see care attention given making perfect music backdrop,",['product quality'],['love']
"give pair free,",['customer service'],['love']
"wan na buy first guy,",['product quality'],['excited']
"leaving 99 cents store,",['customer service'],['disappointed']
"first one,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"haha mean louboutins,",['product quality'],['hate']
"thats enough tiktok today,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"want confidence,",['reputation & heritage'],['excited']
"cant even commit painting 5 canvas,",['customer service'],['disappointed']
"wouldnt trust mama,",['reputation & heritage'],['horrible']
"yeah sorry thats way expensive canvas,",['product quality'],['disappointed']
"thought edgar allan poe second,",['reputation & heritage'],['love']
"last time went louis vuitton lady mesmerized,",['customer service'],['love']
"whole fam,",['reputation & heritage'],['love']
"1 john 19 confess sins faithful forgive us sins cleanse us unrighteousness,","['customer service', 'ethical practices']",['love']
"cant wait rich,",['reputation & heritage'],['excited']
"dream shoes,",['product quality'],['love']
"think need,",['customer service'],['disappointed']
"social anxiety afraid kristy,",['customer service'],['bad']
"went shocked embarrassed stressed traumatized,",['customer service'],['horrible']
"heels beautiful tho,",['product quality'],['love']
"truly best ysl ad ive ever seen know go invest pair ysl heels,","['product quality', 'reputation & heritage']",['love']
"cant take anywhere,",['customer service'],['disappointed']
"mom useless ohh made tho,",['customer service'],['horrible']
"really wan na know turns lol,",['reputation & heritage'],['love']
"look stressed end related hard,",['customer service'],['bad']
"cried end omg xjshhs,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"getting taken showing people counterfeit brand logos,",['reputation & heritage'],['disappointed']
"saw great youtuber post year two ago get inspo idea im sure gon na look,",['reputation & heritage'],['great']
"leah soo gorge cud u make video wearing,",['product quality'],['love']
"dont shy tell us got,",['customer service'],['disappointed']
"oh god last one,",['customer service'],['disappointed']
"love ysl pair sooooo muchhhhhh,",['product quality'],['love']
"butterfly ones like 500 swiss francs sooo expensive beautiful,",['product quality'],['love']
"lea powerful,",['reputation & heritage'],['love']
"audio shoes facial expressions video top tier,",['product quality'],['great']
"girl electric blue eyeliner everything love,",['product quality'],['love']
"totally loosened,",['product quality'],['disappointed']
"getting free ysl lipstick macys today seeing video day new ring,","['product quality', 'customer service']",['excited']
"testing,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"lmao partycap boys ok boomersorry bout partyshirt,",['product quality'],['love']
"bother said cap fact fact cap,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"pisses cant figure something bf like 25 seconds lol,",['customer service'],['disappointed']
"thats plastic gold starts fade away dont buy lipstick worth,",['product quality'],['disappointed']
"toxic trait thinking would 50,",['customer service'],['disappointed']
"arent supposed start advent calendars first day december,",['customer service'],['disappointed']
"self control id open day 1,",['customer service'],['excited']
"already looking 100x better chanel last yr,","['product quality', 'reputation & heritage']",['love']
"yessss love spend money,",['customer service'],['love']
"uncomfortable shoes look cute collection use ones,",['product quality'],['disappointed']
"younger brother,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"showing feet cant,",['reputation & heritage'],['disappointed']
"whats point u cover 95 ureself anyways,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"whats point buying expensive beautiful shoes youre gon na always cover long black clothesdont mean offend,",['product quality'],['disappointed']
"yessss worship brands admire lifestyle represent babe youre french easy,",['reputation & heritage'],['love']
"sponsor haircut,",['reputation & heritage'],['excited']
"finally,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"cool,",['product quality'],['love']
"u lot bored comments,",['customer service'],['disappointed']
"people hating dont even money buy,",['customer service'],['hate']
"anyone else annoyed liquid lips glosses whatever arent filled way,",['product quality'],['annoyed']
"know glosses cant filled way seems pretty low,",['product quality'],['disappointed']
"lighter cool,",['product quality'],['excited']
"trypophobia,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['horrible']
"everybody talking bottles arent full meanwhile im mad put dior lipgloss chanel bottle,","['product quality', 'customer service']",['disappointed']
"love dior put chanel bottles,",['reputation & heritage'],['love']
"ysl heels always iconic,",['reputation & heritage'],['love']
"ysl dior heels exception,",['product quality'],['love']
"stayed bc song,",['customer service'],['love']
"someday swear wear one,",['product quality'],['excited']
"yes louboutin,",['reputation & heritage'],['love']
"shes pain,",['customer service'],['disappointed']
"theyre new money tacky miss ysl ysl,",['reputation & heritage'],['disappointed']
"pretty hurt feel much,",['customer service'],['disappointed']
"way theyd anything get pic,",['customer service'],['disappointed']
"pov youve searched rosés instagram see post,",['reputation & heritage'],['excited']
"comment section passed vibe check,",['reputation & heritage'],['excited']
"least youre looking good pic,",['product quality'],['love']
"thats adore dior,",['reputation & heritage'],['love']
"women intuitive instinct understand dreamed making beautiful happier christian dior,",['reputation & heritage'],['love']
"women flowers lovely thing god given world christian dior,",['reputation & heritage'],['love']
"people fyp founding vintage diors attic whatever im lucky get cockroaches,",['reputation & heritage'],['disappointed']
"fantastic find cant believe youre sweeping floor vintage dior,",['reputation & heritage'],['amazed']
"well im officially dior tok elderly aunts gave tums candies,",['reputation & heritage'],['disappointed']
"incredible pics grandma wearing,",['product quality'],['amazing']
"wonderful throw party honour dress get everyone come best,",['product quality'],['love']
"wear time shopping work gym time gorgeous kept wardrobe,",['product quality'],['love']
"great aunt used dior seamstress around time 1940s50s wonder sewed dress,",['reputation & heritage'],['great']
"plis let algorithm take back updates dress,",['customer service'],['disappointed']
"omg get touch dior chances theyll still details made someone specificallycouture,","['customer service', 'product quality']",['excited']
"found 40 year old vintage dior clutch dad gifted mom clasp rusted shut dior restored worth fortune,","['product quality', 'reputation & heritage']",['love']
"aunt 42 hours sleep shows back back couldnt sleep way much anxiety,",['customer service'],['disappointed']
"remember seeing video models werent getting sleep remembering city theyre even comments saying want model badly like,",['customer service'],['disappointed']
"modeled younger would get shoots 5 leave 9 pm didnt supply food girls didnt bring,",['customer service'],['disappointed']
"whos first girl,",['reputation & heritage'],['neutral']
"unnecessary expensive would rather spend grocery food makes happy,",['product quality'],['disappointed']
"like grocery notebook says dior front idc rich would never buy,",['reputation & heritage'],['disappointed']
"blue one literally calling,",['product quality'],['excited']
"pink best wdym,",['reputation & heritage'],['love']
"yall parents living woww,",['reputation & heritage'],['excited']
"mom would probably,",['customer service'],['disappointed']
"jesus christ nazareth go hard,",['reputation & heritage'],['excited']
"wolfgang cold first name,",['reputation & heritage'],['cold']
"shootbyjhanvisual,",['reputation & heritage'],['love']
"u look like jaden smith way back 2016 used wear dress passion wear,",['reputation & heritage'],['love']
"one woman,",['reputation & heritage'],['love']
"cheapest luxury products arent makeup like tiffany window book great find,",['product quality'],['great']
"free samples better actual paid product,",['product quality'],['disappointed']
"know brand youre cotton pad snob best shiseido facial cotton looks like dior 12 165 sheet,",['product quality'],['best']
"could pupmkin,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"see another tw pls im sry stfu trust understand also look like zebra doesnt mean ppl cutting bread need put 12,",['product quality'],['disappointed']
"wrist jealous cutting skills,",['product quality'],['horrible']
"500 honestly bad expected cost,",['product quality'],['bad']
"stingray tho,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"thats legal,",['reputation & heritage'],['neutral']
"500 insanely reasonable,",['product quality'],['love']
"didnt realize good band could make watch look much nicer,",['product quality'],['love']
"really disturbs use ancient egyptian artifacts props spectacles seems disrespectful,","['reputation & heritage', 'ethical practices']",['disappointed']
"kim solving cases aint nothing new destiny,",['reputation & heritage'],['love']
"emma stans really need calm nowhere video say fault wearing jfc,",['reputation & heritage'],['horrible']
"dont understand someone could get away saying grecoroman like tripping obviously egyptian,",['reputation & heritage'],['disappointed']
"dont put emmas name didnt know,",['customer service'],['disappointed']
"dont get kim taking pic lead discovery like clearly know met could go see,",['reputation & heritage'],['disappointed']
"yall acting like man commissioned neck piece sort saint dictator used wealth buy,",['reputation & heritage'],['disappointed']
"tell shes like nicest person ever,",['customer service'],['love']
"oh shes sooo cute,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"gen z people new york city sit fountain wait things happen like pigeon eating cheez,",['reputation & heritage'],['disappointed']
"street content creators youre one doesnt annoy always gives positive vibes,",['reputation & heritage'],['love']
"think cartier bracelet timeless,",['reputation & heritage'],['love']
"look prettier kcams like looks naturally ethereal dont know explain looks like belongs,",['product quality'],['love']
"jisoo main character always,",['reputation & heritage'],['love']
"got dumped buy mimosa 5 please thoughtful funny,",['customer service'],['love']
"good girl part would cooking dinner plate ready walks door,",['customer service'],['love']
"lord ive seen gifts youve bestowed upon others,",['reputation & heritage'],['love']
"good girlfor dishes sending cash sent orbit,",['customer service'],['love']
"odd numbers bad luck negative ones,",['product quality'],['bad']
"love vids bc experience rich without rich,",['customer service'],['love']
"thing instead one bulky class rings got one tiffany,",['product quality'],['love']
"yall graduating university high school lmao,",['reputation & heritage'],['amused']
"shaking box gave hella anxiety,",['customer service'],['horrible']
"thats 15k name love,",['reputation & heritage'],['love']
"ngl couldve sworn 1k theyre 4,",['product quality'],['disappointed']
"wan na rich badddd deserves everything,",['reputation & heritage'],['bad']
"saw went buy one girl threw phone across room saw price,",['customer service'],['disappointed']
"man got us catier id never lay eyes another man,",['reputation & heritage'],['love']
"another video singing,",['reputation & heritage'],['excited']
"yeah see wouldnt putting regular screwdriver 7000 bracelet,",['product quality'],['disappointed']
"guys allowed wear bracelets,",['product quality'],['excited']
"genuinely rich people problems im sorry,",['reputation & heritage'],['disappointed']
"wait im confused cant wear school,",['product quality'],['confused']
"nah bracelets r expensive wouldnt using normal screwdriver scratch,","['product quality', 'customer service']",['bad']
"remote always lost every time,",['customer service'],['disappointed']
"inuyasha theme anime fan,",['reputation & heritage'],['love']
"sick voice epicthanks singing lets collab full song soon,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"ive never heard beautiful singing,",['reputation & heritage'],['love']
"harmony physically daunting,",['product quality'],['horrible']
"need full version musicgasm,",['product quality'],['love']
"spotify full version nowwww,",['product quality'],['excited']
"really need full song goooooood pls collab,",['customer service'],['excited']
"im glad l trusted process,",['customer service'],['glad']
"thought different realized expression lines things photoshoppd real models yep,",['product quality'],['disappointed']
"omg marry youre handsome,",['reputation & heritage'],['love']
"theyre friends,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great']"
"sister brother,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great']"
"tropical fruit milk syrup ice top,",['product quality'],['love']
"celineee ur best single mommm,",['reputation & heritage'],['love']
"omg park bo gum touched hand said youre important,",['customer service'],['excited']
"great man respects much angel,",['reputation & heritage'],['great']
"youre importanttt im flying paris rn,",['reputation & heritage'],['excited']
"really sweetttt please put subtitle us cant understand words,",['customer service'],['love']
"im always curious fans make signdo bring blank paper pen wherever go,",['customer service'],['curious']
"follow,",['reputation & heritage'],['excited']
"blow quit day job singing myheartwillgoon app,",['reputation & heritage'],['love']
"voice unknown frozen would amazing,",['product quality'],['amazing']
"last time felt good vibes singer christina grimmie talented go,",['reputation & heritage'],['love']
"wan na go concert,",['reputation & heritage'],['excited']
"need see sing whole song amazing felt much emotion,",['product quality'],['amazing']
"theres way youre 30 look frkn 20,",['reputation & heritage'],['amazed']
"loved repost sound,",['product quality'],['love']
"think hard going clean pool rice,",['sustainability'],['disappointed']
"guy jumped pool really understood assignment,",['product quality'],['excited']
"wait someone jump pool accidentally ran,",['customer service'],['disappointed']
"love like others knows dress,",['product quality'],['love']
"one jumped definitely understood assignment,",['reputation & heritage'],['impressed']
"pool jumper brought tears eyes,",['product quality'],['disappointed']
"las rick owens goood,",['product quality'],['love']
"wtf converse x cepillin,",['reputation & heritage'],['horrible']
"cepillin cepillin ahh shoes,",['product quality'],['excited']
"know hand ice cold,",['customer service'],['bad']
"bro didnt vid would fighting life,",['reputation & heritage'],['disappointed']
"bro tryna shake hand,",['customer service'],['excited']
"fighting know know,",['reputation & heritage'],['hate']
"broooo way slipped thw black ice,",['product quality'],['bad']
"floor wasnt lmao,",['product quality'],['disappointed']
"noahwtm bro took,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"walking round wit much money lol,",['reputation & heritage'],['excited']
"rapper silly cash,",['reputation & heritage'],['excited']
"blud might potentially destroy lonely,",['reputation & heritage'],['horrible']
"silence literally us,",['reputation & heritage'],['love']
"im caresha,",['customer service'],['neutral']
"teyana taylor il thats right,",['reputation & heritage'],['love']
"jt intro classy go caresha,",['reputation & heritage'],['love']
"hoodrichclassy,",['reputation & heritage'],['love']
"way jt talks lil girl cute shes happy,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"im caresha,",['customer service'],['neutral']
"okay fact heard say love studs yet still said likes hoops love self assured queen,",['product quality'],['love']
"caresha hood rich classsy lil girl okay,",['reputation & heritage'],['love']
"rich people bored saw copied style 19s made sure dont even wan na copy anymore,",['reputation & heritage'],['disappointed']
"nah price u find dookie covered clothes goodwill 3,",['product quality'],['bad']
"damn christmas shoes,",['product quality'],['disappointed']
"first one look like zombie jason clothes,",['product quality'],['horrible']
"slayingyourmommy first one,",['reputation & heritage'],['love']
